event_id,customer_id,event_date,event_type
445,20,2024-11-08,video_watch
446,20,2023-09-04,login
447,20,2025-10-29,search
448,20,2025-10-14,search
449,20,2024-08-19,download
450,20,2023-02-10,login
451,20,2023-11-22,download
452,20,2025-07-07,subscription_page
453,20,2025-10-12,profile_update
454,20,2023-03-26,download
455,20,2023-06-10,subscription_page
456,20,2023-12-28,search
457,20,2023-07-02,video_watch
458,20,2024-08-14,profile_update
459,21,2025-02-01,search
460,21,2024-11-12,login
461,21,2024-01-28,login
462,21,2023-01-18,video_watch
463,21,2023-03-03,search
464,21,2023-06-28,login
465,21,2023-08-27,search
466,21,2023-03-25,search
467,21,2024-03-13,login
468,21,2024-06-20,video_watch
469,21,2023-08-05,login
470,21,2025-03-23,subscription_page
471,21,2024-02-26,login
472,21,2023-07-26,video_watch
473,21,2024-08-10,login
474,21,2025-03-14,download
475,21,2024-11-20,download
476,21,2024-05-30,video_watch
477,21,2023-07-06,download
478,21,2023-10-02,profile_update
479,21,2024-06-22,login
480,21,2023-01-18,login
481,21,2025-07-20,login
482,21,2025-06-23,search
483,21,2025-05-01,download
484,22,2023-12-23,login
485,22,2023-11-30,download
486,22,2023-01-15,login
487,22,2023-03-29,search
488,22,2023-01-28,video_watch
489,22,2023-03-16,profile_update
490,22,2025-01-29,login
491,22,2023-11-28,search
492,22,2023-11-13,video_watch
493,22,2025-05-10,login
494,22,2023-08-09,login
495,22,2025-10-09,subscription_page
496,22,2024-08-03,video_watch
497,22,2025-11-13,search
498,22,2025-06-01,login
499,22,2024-03-13,download
500,22,2024-11-18,login
501,22,2025-09-14,download
502,22,2023-05-24,login
503,22,2024-10-20,video_watch
504,22,2024-04-29,search
505,22,2023-07-14,video_watch
506,22,2024-05-04,download
507,22,2024-01-15,login
508,22,2023-03-04,search
509,23,2024-12-28,login
510,23,2024-06-29,search
511,23,2023-10-25,profile_update
512,23,2023-10-23,login
513,23,2024-05-07,subscription_page
514,23,2024-12-19,search
515,23,2024-02-13,profile_update
516,23,2025-02-24,login
517,23,2024-01-30,login
518,23,2023-12-27,download
519,23,2024-08-15,video_watch
520,23,2023-10-24,search
521,23,2023-09-18,search
522,23,2024-02-06,login
523,23,2023-12-02,login
524,23,2025-03-14,download
525,23,2023-02-14,login
526,23,2024-02-23,video_watch
527,23,2025-02-03,search
528,23,2024-06-17,login
529,23,2024-07-28,video_watch
530,23,2023-12-29,subscription_page
531,23,2024-04-09,download
532,23,2024-01-17,download
533,23,2023-08-31,login
534,23,2024-03-14,login
535,24,2024-10-03,video_watch
536,24,2025-03-21,video_watch
537,24,2024-01-05,login
538,24,2025-02-08,login
539,24,2024-10-19,login
540,24,2025-09-15,login
541,24,2023-05-02,profile_update
542,24,2025-08-01,download
543,24,2023-01-22,search
544,24,2024-02-12,video_watch
545,24,2023-10-04,search
546,24,2023-04-25,search
547,24,2023-09-21,login
548,24,2025-05-27,video_watch
549,24,2023-01-05,login
550,24,2025-05-12,login
551,24,2023-04-05,subscription_page
552,24,2025-03-29,video_watch
553,24,2025-01-10,search
554,24,2023-04-29,video_watch
555,24,2023-07-21,search
556,24,2023-11-13,download
557,24,2025-03-23,login
558,24,2023-08-31,login
559,24,2025-05-04,video_watch
560,24,2023-11-03,login
561,24,2023-06-24,search
562,24,2025-10-12,login
563,24,2024-11-02,search
564,24,2024-07-02,login
565,24,2025-02-22,login
566,24,2024-03-27,login
567,24,2023-04-04,video_watch
568,24,2024-05-31,login
569,25,2025-06-26,video_watch
570,25,2024-11-25,login
571,25,2025-06-12,video_watch
572,25,2023-01-16,login
573,25,2024-04-10,video_watch
574,25,2023-03-20,video_watch
575,25,2023-09-21,video_watch
576,25,2025-01-09,login
577,25,2025-01-11,login
578,25,2025-05-21,profile_update
579,25,2024-11-06,subscription_page
580,25,2025-05-27,video_watch
581,25,2024-12-24,profile_update
582,25,2024-07-22,subscription_page
583,25,2023-10-20,video_watch
584,25,2024-06-12,profile_update
585,25,2023-05-10,login
586,25,2024-07-22,video_watch
587,25,2024-04-04,download
588,25,2025-06-19,subscription_page
589,25,2024-09-05,login
590,25,2023-09-18,search
591,25,2024-08-31,download
592,25,2023-08-16,login
593,25,2023-09-15,search
594,25,2025-11-09,login
595,25,2023-12-11,search
596,25,2023-07-08,video_watch
597,25,2025-08-10,download
598,26,2024-03-04,login
599,26,2024-08-07,download
600,26,2025-09-17,login
601,26,2023-08-11,login
602,26,2025-03-11,profile_update
603,26,2023-11-15,search
604,26,2024-03-20,subscription_page
605,26,2025-06-01,video_watch
606,26,2024-06-21,video_watch
607,26,2025-03-11,video_watch
608,26,2025-08-25,search
609,26,2023-08-30,login
610,26,2023-01-20,login
611,26,2025-06-12,login
612,26,2025-04-20,video_watch
613,26,2023-10-28,download
614,26,2023-12-19,login
615,26,2025-10-17,login
616,26,2025-01-28,video_watch
617,26,2025-05-15,login
618,26,2023-08-16,download
619,26,2025-02-27,video_watch
620,26,2023-03-11,video_watch
621,26,2023-01-02,video_watch
622,26,2024-10-31,video_watch
623,26,2024-06-27,search
624,26,2024-12-22,login
625,26,2023-01-22,login
626,27,2024-07-21,login
627,27,2024-07-28,video_watch
628,27,2024-07-05,login
629,27,2023-10-06,video_watch
630,27,2023-02-17,login
631,27,2024-11-16,video_watch
632,27,2024-01-16,login
633,27,2024-06-25,search
634,27,2023-07-03,search
635,27,2024-04-10,video_watch
636,27,2024-08-16,download
637,27,2024-12-04,login
638,27,2025-10-04,video_watch
639,27,2023-10-10,video_watch
640,27,2023-06-18,video_watch
641,27,2023-05-02,search
642,27,2024-09-30,download
643,27,2025-01-01,login
644,27,2024-10-21,video_watch
645,27,2023-09-04,video_watch
646,27,2024-07-10,video_watch
647,27,2023-09-04,video_watch
648,27,2025-08-16,search
649,27,2023-10-19,login
650,27,2025-06-13,search
651,27,2023-05-31,search
652,27,2023-09-29,login
653,27,2024-10-20,video_watch
654,27,2025-09-07,video_watch
655,27,2024-06-14,subscription_page
656,27,2024-12-25,login
657,28,2024-06-01,video_watch
658,28,2023-11-25,video_watch
659,28,2024-01-26,profile_update
660,28,2025-05-18,video_watch
661,28,2025-08-15,download
662,28,2023-10-21,login
663,28,2024-05-22,subscription_page
664,28,2024-04-22,download
665,28,2025-04-21,search
666,28,2024-04-19,subscription_page
667,28,2024-07-03,login
668,28,2023-05-16,login
669,28,2023-11-20,search
670,28,2023-04-21,search
671,28,2024-12-24,profile_update
672,28,2025-02-05,video_watch
673,28,2023-04-23,search
674,28,2023-06-24,search
675,28,2023-05-06,login
676,28,2023-09-11,download
677,28,2025-02-05,login
678,28,2023-07-18,search
679,28,2024-11-17,video_watch
680,28,2025-07-29,search
681,29,2023-01-23,download
682,29,2024-12-11,subscription_page
683,29,2023-11-25,video_watch
684,29,2024-12-11,download
685,29,2025-07-10,login
686,29,2024-11-24,download
687,29,2023-09-17,search
688,29,2023-01-06,profile_update
689,29,2024-12-31,login
690,29,2023-01-29,video_watch
691,29,2024-10-21,login
692,29,2025-06-22,login
693,29,2025-08-19,login
694,29,2023-01-26,search
695,29,2023-06-26,profile_update
696,29,2025-04-19,video_watch
697,29,2025-09-26,profile_update
698,29,2024-05-07,search
699,29,2025-04-18,search
700,29,2023-10-20,video_watch
701,30,2024-10-26,video_watch
702,30,2024-02-05,login
703,30,2025-10-17,profile_update
704,30,2024-02-07,search
705,30,2023-10-28,search
706,30,2023-08-02,login
707,30,2024-01-09,login
708,30,2023-12-10,video_watch
709,30,2023-10-28,video_watch
710,30,2025-01-18,video_watch
711,30,2023-04-12,search
712,30,2024-01-05,subscription_page
713,30,2024-01-18,login
714,30,2024-06-06,download
715,30,2025-07-30,search
716,31,2025-05-15,download
717,31,2024-01-30,login
718,31,2023-07-14,login
719,31,2023-07-30,video_watch
720,31,2025-01-22,video_watch
721,31,2025-06-10,login
722,31,2024-06-24,video_watch
723,31,2023-05-13,video_watch
724,31,2025-05-07,login
725,31,2025-02-27,subscription_page
726,31,2025-07-04,login
727,31,2024-01-01,search
728,31,2023-03-12,video_watch
729,31,2025-04-23,profile_update
730,31,2023-03-30,video_watch
731,31,2023-08-05,download
732,31,2025-07-14,video_watch
733,31,2023-06-19,login
734,31,2024-09-11,login
735,32,2025-02-09,video_watch
736,32,2024-09-27,video_watch
737,32,2024-02-12,search
738,32,2023-08-05,search
739,32,2023-12-24,profile_update
740,32,2025-05-19,subscription_page
741,32,2024-11-09,video_watch
742,32,2023-10-11,video_watch
743,32,2023-05-22,video_watch
744,32,2023-08-19,search
745,32,2024-01-23,login
746,32,2024-07-30,video_watch
747,32,2023-03-18,login
748,32,2024-08-04,login
749,32,2025-11-05,search
750,32,2025-07-05,video_watch
751,32,2025-10-26,login
752,32,2023-07-26,profile_update
753,32,2023-09-17,video_watch
754,32,2024-01-29,video_watch
755,32,2024-02-17,login
756,32,2023-06-17,download
757,32,2025-02-26,subscription_page
758,32,2025-07-14,search
759,32,2023-11-26,login
760,32,2023-01-05,login
761,33,2024-03-10,search
762,33,2024-01-16,profile_update
763,33,2023-09-27,video_watch
764,33,2023-12-31,login
765,33,2023-03-09,download
766,33,2023-07-26,video_watch
767,33,2023-01-30,video_watch
768,33,2025-10-23,login
769,33,2024-06-04,video_watch
770,33,2024-10-15,login
771,33,2025-07-23,login
772,33,2024-06-22,subscription_page
773,33,2023-09-13,video_watch
774,33,2025-06-20,video_watch
775,33,2023-05-20,video_watch
776,33,2025-05-20,login
777,33,2025-05-17,search
778,33,2025-10-27,download
779,33,2023-02-16,search
780,33,2025-10-22,video_watch
781,33,2025-03-25,video_watch
782,34,2025-03-27,subscription_page
783,34,2023-01-17,profile_update
784,34,2025-02-19,login
785,34,2023-02-04,profile_update
786,34,2023-03-09,search
787,34,2024-08-30,login
788,34,2025-06-25,search
789,34,2025-05-02,video_watch
790,34,2025-08-31,login
791,34,2025-01-26,login
792,34,2025-10-03,login
793,34,2024-07-01,profile_update
794,34,2024-04-28,video_watch
795,34,2023-10-09,video_watch
796,34,2023-08-11,profile_update
797,34,2025-04-05,profile_update
798,34,2023-11-30,video_watch
799,34,2025-10-22,login
800,34,2025-02-01,video_watch
801,34,2025-04-16,download
802,34,2024-03-30,subscription_page
803,34,2023-01-19,login
804,34,2025-09-05,search
805,34,2023-09-09,login
806,34,2025-06-25,subscription_page
807,34,2025-06-28,profile_update
808,34,2023-04-23,video_watch
809,34,2023-07-16,subscription_page
810,34,2025-11-07,search
811,34,2024-09-27,login
812,34,2024-10-21,profile_update
813,34,2023-08-21,login
814,34,2025-07-26,download
815,34,2023-03-12,profile_update
816,34,2023-01-25,video_watch
817,35,2023-07-30,download
818,35,2024-11-07,profile_update
819,35,2023-08-08,login
820,35,2023-07-12,login
821,35,2023-06-24,search
822,35,2023-04-21,video_watch
823,35,2024-03-28,login
824,35,2024-08-26,login
825,35,2023-07-05,video_watch
826,35,2023-02-20,login
827,35,2023-12-21,login
828,35,2024-06-19,login
829,35,2023-02-05,login
830,35,2025-10-06,login
831,35,2024-02-21,download
832,35,2024-02-08,video_watch
833,35,2024-07-19,login
834,36,2023-03-16,login
835,36,2023-01-03,subscription_page
836,36,2024-06-23,download
837,36,2023-09-23,download
838,36,2023-09-15,login
839,36,2025-08-07,search
840,36,2024-10-09,login
841,36,2025-09-23,subscription_page
842,36,2025-05-10,video_watch
843,36,2024-01-06,download
844,36,2024-09-10,video_watch
845,36,2024-01-14,video_watch
846,36,2025-04-03,search
847,36,2024-09-12,profile_update
848,36,2025-05-14,subscription_page
849,36,2023-12-05,video_watch
850,36,2024-07-09,login
851,36,2025-07-19,search
852,36,2023-04-08,video_watch
853,36,2023-03-21,profile_update
854,36,2023-06-18,login
855,36,2023-09-20,login
856,36,2024-06-13,search
857,36,2023-04-27,video_watch
858,36,2023-11-11,search
859,36,2025-10-27,login
860,37,2023-07-19,profile_update
861,37,2023-03-31,profile_update
862,37,2023-04-02,login
863,37,2023-03-02,video_watch
864,37,2024-08-12,login
865,37,2025-02-24,profile_update
866,37,2023-01-21,search
867,37,2025-07-06,download
868,37,2023-10-24,login
869,37,2024-02-23,video_watch
870,37,2025-05-07,login
871,37,2024-11-26,login
872,37,2025-07-08,login
873,37,2025-02-28,login
874,37,2023-12-18,login
875,37,2025-11-12,login
876,37,2023-09-30,download
877,37,2023-09-07,download
878,37,2023-08-20,login
879,37,2024-09-25,login
880,37,2025-10-20,login
881,37,2024-11-27,video_watch
882,37,2023-11-10,profile_update
883,37,2023-10-08,search
884,38,2024-02-12,login
885,38,2024-06-02,login
886,38,2023-03-22,search
887,38,2023-02-14,login
888,38,2025-04-02,search
889,38,2024-01-02,login
890,38,2023-07-02,profile_update
891,38,2023-07-23,profile_update
892,38,2025-05-18,subscription_page
893,38,2024-08-26,profile_update
894,38,2024-09-19,login
895,38,2024-11-15,video_watch
896,38,2024-01-04,profile_update
897,38,2024-02-10,login
898,38,2024-09-21,video_watch
899,38,2023-01-22,profile_update
900,38,2025-07-26,video_watch
901,38,2024-06-14,subscription_page
902,38,2024-02-29,login
903,38,2024-11-02,video_watch
904,38,2025-10-09,login
905,38,2025-09-14,video_watch
906,38,2023-09-12,search
907,38,2025-01-27,video_watch
908,39,2025-05-25,login
909,39,2025-11-07,search
910,39,2024-04-02,login
911,39,2025-08-23,login
912,39,2025-06-09,profile_update
913,39,2025-09-28,login
914,39,2023-10-21,subscription_page
915,39,2025-05-08,login
916,39,2024-07-26,login
917,39,2025-07-16,search
918,39,2024-02-01,login
919,39,2024-08-23,search
920,39,2023-06-13,login
921,39,2024-06-27,video_watch
922,39,2023-12-17,download
923,39,2023-07-20,video_watch
924,39,2025-10-08,video_watch
925,39,2023-12-03,login
926,39,2024-10-27,search
927,39,2023-04-17,login
928,39,2023-04-27,login
929,39,2025-01-10,download
930,39,2023-12-27,login
931,39,2023-08-05,login
932,39,2024-12-07,profile_update
933,39,2024-07-20,login
934,39,2024-03-18,download
935,39,2024-04-03,search
936,39,2023-11-10,search
937,39,2024-09-30,search
938,39,2024-08-28,video_watch
939,39,2023-10-02,video_watch
940,39,2025-01-21,profile_update
941,40,2024-11-06,profile_update
942,40,2025-07-11,video_watch
943,40,2023-05-28,video_watch
944,40,2024-05-17,login
945,40,2024-05-12,login
946,40,2023-09-04,download
947,40,2023-04-15,video_watch
948,40,2024-04-19,search
949,40,2025-09-30,login
950,40,2025-01-28,login
951,40,2023-04-22,login
952,40,2023-11-11,video_watch
953,40,2024-09-09,search
954,40,2023-01-25,login
955,40,2024-06-14,profile_update
956,40,2023-02-15,search
957,40,2023-12-31,profile_update
958,40,2025-02-15,search
959,40,2024-11-29,video_watch
960,40,2023-12-15,search
961,40,2025-09-11,login
962,41,2025-11-02,login
963,41,2023-07-16,download
964,41,2023-07-02,profile_update
965,41,2024-04-17,login
966,41,2023-01-25,search
967,41,2025-04-03,search
968,41,2023-03-09,search
969,41,2023-02-17,search
970,41,2025-08-02,profile_update
971,41,2023-12-21,login
972,41,2024-03-12,login
973,41,2024-09-17,subscription_page
974,41,2025-07-27,video_watch
975,41,2025-08-12,subscription_page
976,41,2024-05-14,search
977,41,2023-06-21,search
978,41,2024-03-16,profile_update
979,41,2023-04-12,login
980,41,2023-12-07,login
981,41,2025-03-24,subscription_page
