transaction_id,customer_id,transaction_date,amount,payment_method
349,52,2025-04-21,883.3,Wallet
350,52,2025-05-21,1042.05,Wallet
351,52,2025-06-21,1050.45,NetBanking
352,52,2025-07-11,1098.7,Wallet
353,52,2025-09-15,853.16,UPI
354,52,2025-10-11,864.55,Card
355,52,2025-11-18,962.41,UPI
356,53,2024-05-30,336.56,Wallet
357,53,2024-07-23,298.26,NetBanking
358,53,2024-08-24,309.38,Card
359,53,2024-09-20,320.87,Card
360,53,2024-10-25,243.19,Wallet
361,53,2024-11-19,311.0,UPI
362,54,2023-07-15,705.24,Wallet
363,54,2023-08-12,605.21,Card
364,54,2023-10-08,568.52,NetBanking
365,54,2023-11-18,468.12,Card
366,54,2023-12-12,548.27,UPI
367,54,2024-01-16,590.73,Wallet
368,55,2024-06-29,957.53,UPI
369,55,2024-08-07,892.2,NetBanking
370,55,2024-09-06,1085.22,UPI
371,55,2024-09-27,1077.72,Wallet
372,55,2024-10-30,1162.74,Wallet
373,55,2024-11-26,859.72,NetBanking
374,55,2025-01-01,791.67,Wallet
375,55,2025-03-01,937.66,UPI
376,55,2025-03-31,906.51,UPI
377,56,2025-05-05,520.99,Card
378,56,2025-06-03,579.5,UPI
379,56,2025-08-04,609.75,NetBanking
380,56,2025-08-30,606.03,NetBanking
381,56,2025-09-25,627.22,NetBanking
382,56,2025-11-25,631.6,NetBanking
383,56,2026-01-29,562.84,UPI
384,56,2026-02-26,761.68,UPI
385,56,2026-04-04,568.46,UPI
386,56,2026-06-02,675.05,Wallet
387,56,2026-07-01,590.07,Card
388,56,2026-08-01,583.81,NetBanking
389,57,2024-10-17,301.05,UPI
390,57,2024-11-13,315.38,UPI
391,58,2023-01-23,656.42,NetBanking
392,59,2025-04-24,268.49,Wallet
393,60,2023-06-17,644.2,UPI
394,61,2023-10-05,573.31,Wallet
395,61,2023-11-03,622.57,NetBanking
396,62,2024-01-30,541.09,Wallet
397,62,2024-02-29,542.4,Wallet
398,62,2024-03-25,498.77,UPI
399,62,2024-06-26,541.36,UPI
400,62,2024-07-31,422.54,UPI
401,63,2024-08-25,314.63,Wallet
402,63,2024-11-02,321.25,UPI
403,63,2024-12-25,237.68,NetBanking
404,63,2025-01-21,343.12,Card
405,63,2025-03-02,324.99,NetBanking
406,63,2025-03-31,301.19,Card
407,63,2025-04-24,268.71,UPI
408,63,2025-05-27,322.05,NetBanking
409,63,2025-06-24,284.43,Card
410,63,2025-07-22,207.62,Card
411,63,2025-08-28,343.99,NetBanking
412,63,2025-09-20,270.46,NetBanking
413,65,2023-01-21,379.13,UPI
414,65,2023-02-24,267.16,Card
415,65,2023-03-17,356.41,Wallet
416,65,2023-04-17,328.65,Wallet
417,65,2023-06-14,250.6,Card
418,65,2023-07-20,287.93,Card
419,65,2023-08-13,256.37,Card
420,65,2023-09-21,301.58,UPI
421,66,2023-09-01,343.94,NetBanking
422,66,2023-10-02,271.05,NetBanking
423,67,2025-02-16,274.93,Wallet
424,67,2025-03-21,330.9,NetBanking
425,67,2025-04-22,311.95,Wallet
426,67,2025-06-20,333.74,Card
427,67,2025-08-16,338.94,Card
428,67,2025-09-22,259.78,Wallet
429,67,2025-10-15,323.3,Card
430,67,2025-11-21,260.27,Wallet
431,67,2025-12-12,339.22,Card
432,67,2026-01-18,280.19,NetBanking
433,68,2023-12-20,338.15,UPI
434,68,2024-02-13,288.57,Wallet
435,68,2024-04-18,246.97,Card
436,68,2024-06-11,287.67,Wallet
437,69,2024-07-22,332.46,NetBanking
438,69,2024-08-21,306.9,UPI
439,69,2024-09-25,339.53,NetBanking
440,69,2024-10-17,304.63,NetBanking
441,69,2024-12-18,343.81,UPI
442,69,2025-01-24,334.3,Wallet
443,69,2025-03-17,319.63,NetBanking
444,69,2025-04-14,341.96,Card
445,69,2025-05-25,278.16,Wallet
446,69,2025-06-19,311.15,Wallet
447,69,2025-07-21,283.9,Card
448,69,2025-09-11,283.81,UPI
449,70,2025-06-17,957.38,Wallet
450,70,2025-07-19,1091.4,Card
451,70,2025-08-26,794.98,Card
452,70,2025-09-15,931.71,Card
453,70,2025-10-15,1180.15,NetBanking
454,70,2025-11-16,743.22,Card
455,71,2024-02-10,934.31,UPI
456,71,2024-03-09,1106.28,Wallet
457,71,2024-04-15,993.45,NetBanking
458,71,2024-05-05,1012.68,UPI
459,71,2024-06-14,976.19,NetBanking
460,71,2024-07-03,819.49,NetBanking
461,72,2023-04-12,304.62,Wallet
462,72,2023-05-06,283.96,UPI
463,72,2023-06-06,304.27,Card
464,72,2023-07-10,322.55,Card
465,72,2023-09-30,300.02,Wallet
466,72,2023-11-02,273.46,Wallet
467,73,2024-02-12,284.65,NetBanking
468,73,2024-03-12,262.04,Wallet
469,73,2024-04-02,286.26,Wallet
470,73,2024-05-06,252.37,Card
471,73,2024-07-06,302.69,UPI
472,73,2024-08-09,304.36,Wallet
473,73,2024-09-05,248.02,Wallet
474,73,2024-12-05,349.76,Wallet
475,73,2025-01-04,309.96,Wallet
476,73,2025-02-03,254.01,UPI
477,73,2025-03-02,255.61,Wallet
478,73,2025-04-01,264.42,Wallet
479,74,2024-04-07,301.4,Card
480,74,2024-06-28,270.46,Wallet
481,74,2024-08-07,332.22,Card
482,75,2024-03-03,295.73,Card
483,75,2024-04-09,246.73,NetBanking
484,75,2024-06-03,283.87,NetBanking
485,75,2024-07-06,323.68,NetBanking
486,75,2024-08-04,277.01,Wallet
487,75,2024-10-01,254.67,Wallet
488,75,2024-11-08,353.65,Wallet
489,75,2024-12-09,292.68,Wallet
490,75,2024-12-31,306.05,NetBanking
491,75,2025-02-04,246.11,Wallet
492,75,2025-03-03,270.46,Card
493,75,2025-04-08,276.84,Wallet
494,75,2025-05-06,296.33,Card
495,76,2024-05-23,293.19,NetBanking
496,76,2024-06-22,299.44,Wallet
497,76,2024-08-01,310.45,Wallet
498,76,2024-09-01,291.79,Wallet
499,76,2024-09-30,341.49,NetBanking
500,76,2024-10-25,336.18,UPI
501,76,2025-02-23,284.25,Card
502,76,2025-03-22,335.66,Card
503,76,2025-04-23,334.18,Wallet
504,76,2025-05-26,313.34,Wallet
505,77,2025-02-14,941.02,NetBanking
506,77,2025-03-23,1099.91,Wallet
507,78,2023-03-06,290.85,Card
508,78,2023-05-06,293.91,NetBanking
509,78,2023-06-10,283.92,NetBanking
510,78,2023-07-08,302.97,NetBanking
511,78,2023-08-10,321.03,UPI
512,78,2023-09-05,218.1,UPI
513,78,2023-10-11,312.07,NetBanking
514,78,2023-11-05,258.17,Wallet
515,78,2023-12-12,325.92,Card
516,78,2024-02-06,268.51,NetBanking
517,78,2024-03-10,325.02,Wallet
518,78,2024-04-07,350.79,Card
519,78,2024-05-07,338.71,Card
520,79,2023-07-28,294.0,UPI
521,79,2023-09-01,285.28,Card
522,79,2023-10-26,299.16,Wallet
523,79,2023-11-22,293.35,UPI
524,79,2023-12-24,259.72,NetBanking
525,79,2024-01-26,334.7,Card
526,79,2024-02-20,295.65,Card
527,79,2024-05-31,370.53,NetBanking
528,79,2024-06-21,265.09,Wallet
529,80,2023-03-31,281.85,Wallet
530,80,2023-04-25,258.72,Card
531,81,2024-07-15,1196.03,NetBanking
532,82,2025-05-22,627.11,Wallet
533,82,2025-06-27,468.95,Card
534,82,2025-07-31,613.48,UPI
535,82,2025-09-18,593.41,UPI
536,82,2025-10-19,585.59,NetBanking
537,82,2025-11-17,556.48,NetBanking
538,82,2025-12-26,528.88,Card
539,82,2026-02-19,586.85,NetBanking
540,82,2026-03-21,654.25,Wallet
541,82,2026-04-24,618.41,Wallet
542,82,2026-05-23,571.49,NetBanking
543,82,2026-06-15,586.9,Card
544,82,2026-07-16,575.57,NetBanking
545,83,2024-01-29,1079.49,UPI
546,83,2024-02-25,1140.31,Card
547,83,2024-04-29,1000.72,UPI
548,83,2024-05-25,1117.73,NetBanking
549,83,2024-06-25,960.7,Card
550,83,2024-07-26,1064.08,Wallet
551,83,2024-08-23,926.16,Wallet
552,84,2023-01-06,711.72,Wallet
553,84,2023-02-12,633.97,NetBanking
554,84,2023-04-12,579.65,Card
555,84,2023-05-11,606.48,Card
556,84,2023-06-10,621.63,UPI
557,84,2023-07-12,569.95,Wallet
558,84,2023-08-02,541.71,NetBanking
559,84,2023-09-07,778.51,NetBanking
560,85,2024-01-31,300.65,NetBanking
561,86,2024-07-21,237.73,NetBanking
562,86,2024-08-27,290.0,NetBanking
563,86,2024-09-17,278.76,NetBanking
564,86,2024-10-23,245.39,Wallet
565,87,2023-04-23,627.24,NetBanking
566,87,2023-05-24,634.53,UPI
567,88,2025-04-21,316.86,Wallet
568,88,2025-07-17,300.56,Card
569,88,2025-08-09,277.8,UPI
570,89,2025-04-10,593.61,UPI
571,89,2025-05-08,715.16,UPI
572,89,2025-06-10,658.37,NetBanking
573,90,2024-04-28,276.31,NetBanking
574,90,2024-05-26,231.62,NetBanking
575,90,2024-06-20,283.43,NetBanking
576,90,2024-07-20,360.79,Card
577,90,2024-08-24,282.93,Card
578,90,2024-09-27,255.41,UPI
579,90,2024-10-19,306.51,UPI
580,90,2024-11-17,278.87,UPI
581,90,2024-12-22,301.68,UPI
582,90,2025-01-16,336.14,Wallet
583,90,2025-02-22,316.59,Wallet
584,90,2025-03-17,326.09,UPI
585,90,2025-04-25,217.57,Card
586,90,2025-05-16,291.49,Wallet
587,90,2025-06-15,279.88,Card
588,91,2024-12-04,306.59,Wallet
589,91,2025-01-06,300.06,Wallet
590,91,2025-02-04,317.54,Card
591,92,2024-02-06,656.91,Wallet
592,92,2024-03-15,570.76,Wallet
593,92,2024-04-08,557.68,Card
594,92,2024-05-17,554.68,Card
595,92,2024-06-13,601.12,Card
596,92,2024-07-05,515.75,UPI
597,92,2024-08-06,482.16,NetBanking
598,92,2024-09-13,418.83,UPI
599,92,2024-10-05,821.71,Card
600,92,2024-11-04,580.44,Card
601,92,2024-12-11,620.22,Wallet
602,92,2025-01-12,581.88,Wallet
603,92,2025-02-01,433.37,UPI
604,92,2025-04-11,573.05,Card
605,92,2025-05-08,614.74,UPI
606,93,2025-01-01,538.49,Card
607,93,2025-01-31,681.37,Card
608,93,2025-03-01,681.17,UPI
609,93,2025-03-31,493.29,Card
610,93,2025-06-04,656.91,Wallet
611,93,2025-07-09,654.91,UPI
612,93,2025-08-27,641.73,UPI
613,93,2025-10-07,462.09,UPI
614,93,2025-11-05,702.82,Wallet
615,93,2025-12-02,624.76,Card
616,93,2026-01-05,512.99,UPI
617,93,2026-01-28,656.04,NetBanking
618,93,2026-03-06,628.45,Wallet
619,93,2026-04-01,503.49,Wallet
620,93,2026-04-26,581.81,UPI
621,94,2024-07-20,676.8,Wallet
622,94,2024-08-08,508.55,NetBanking
623,94,2024-09-16,587.6,UPI
624,94,2024-10-10,614.64,UPI
625,95,2023-06-12,250.2,NetBanking
626,95,2023-07-19,343.05,NetBanking
627,95,2023-08-14,302.46,UPI
628,95,2023-09-14,262.56,Wallet
629,96,2023-09-19,593.49,Card
630,96,2023-10-19,613.15,UPI
631,96,2023-11-29,498.43,UPI
632,96,2023-12-20,489.72,Card
633,96,2024-01-17,601.7,Card
634,96,2024-02-19,677.48,Card
635,96,2024-03-25,588.08,Card
636,96,2024-04-16,675.2,Wallet
637,96,2024-05-16,611.61,Wallet
638,98,2025-05-23,306.59,Card
639,98,2025-06-15,322.17,Wallet
640,98,2025-07-15,259.57,UPI
641,98,2025-08-15,322.11,Wallet
642,98,2025-09-18,301.94,UPI
643,98,2025-11-12,319.27,Card
644,98,2025-12-11,298.73,Card
645,98,2026-01-16,275.02,Card
646,98,2026-02-08,337.82,Wallet
647,98,2026-03-10,264.64,UPI
648,98,2026-04-13,332.97,Wallet
649,98,2026-05-09,290.3,UPI
650,99,2025-04-02,307.32,Card
651,99,2025-05-03,303.9,Card
652,99,2025-07-02,299.91,Card
653,99,2025-08-29,294.58,Wallet
654,100,2023-10-06,320.62,UPI
655,100,2023-10-31,348.09,Wallet
656,100,2023-12-01,303.52,Wallet
657,100,2024-01-02,240.79,Wallet
658,100,2024-01-31,259.42,Wallet
659,100,2024-02-27,303.85,UPI
660,100,2024-03-29,316.91,NetBanking
661,100,2024-06-04,335.36,UPI
662,100,2024-07-02,342.5,UPI
663,100,2024-08-04,269.2,Card
664,100,2024-08-23,362.23,UPI
665,100,2024-09-30,316.89,Card
666,100,2024-12-28,326.04,NetBanking
667,100,2025-01-29,332.68,Card
668,102,2024-04-11,255.11,UPI
669,102,2024-05-16,321.98,Wallet
670,102,2024-06-15,286.91,Wallet
671,102,2024-07-16,338.45,UPI
672,102,2024-08-06,292.23,NetBanking
673,102,2024-09-08,327.37,UPI
674,102,2024-10-09,309.96,NetBanking
675,103,2025-01-03,287.6,Card
676,103,2025-02-01,303.18,NetBanking
677,103,2025-03-05,256.36,Card
678,103,2025-04-02,277.58,Card
679,104,2023-09-12,273.36,UPI
680,104,2023-11-15,304.5,NetBanking
681,104,2023-12-19,333.23,UPI
682,105,2024-12-08,342.72,NetBanking
683,105,2025-01-05,261.27,Card
684,105,2025-02-04,257.65,Card
685,105,2025-03-06,341.48,UPI
686,105,2025-04-08,274.17,NetBanking
687,105,2025-06-09,300.77,NetBanking
688,105,2025-07-02,324.92,UPI
689,105,2025-07-31,269.02,Card
690,106,2023-11-01,338.37,Wallet
691,106,2023-12-25,262.67,NetBanking
692,106,2024-01-30,307.02,Wallet
693,106,2024-02-23,278.92,Card
694,106,2024-03-28,309.6,Wallet
695,106,2024-04-22,354.57,NetBanking
696,106,2024-05-28,310.49,UPI
697,107,2025-01-05,320.69,NetBanking
698,107,2025-03-04,240.58,Card
699,107,2025-03-27,325.74,Wallet
700,107,2025-04-25,302.36,Wallet
701,107,2025-05-30,324.23,NetBanking
702,107,2025-06-28,294.61,Wallet
703,107,2025-08-23,307.36,UPI
704,107,2025-09-23,273.24,Wallet
705,107,2025-10-28,258.33,Card
706,107,2025-11-22,311.56,Wallet
707,107,2025-12-21,318.17,Card
708,108,2024-12-28,546.76,Wallet
709,108,2025-01-27,602.57,Card
710,108,2025-02-23,670.64,UPI
711,108,2025-05-26,648.24,UPI
712,108,2025-06-18,607.71,Card
713,108,2025-07-24,630.29,NetBanking
714,108,2025-08-22,670.95,UPI
